Fs,100
Logging Type,0
Initialization time,36.5
Waiting time,3
ax,ay,az,gx,gy,gz
328,-16716,-1096,-364,163,-138
400,-16740,-800,-375,156,-176
320,-16748,-780,-472,151,-181
340,-16728,-816,-576,131,-139
324,-16792,-768,-618,171,-92
368,-16776,-936,-575,146,-54
300,-16740,-1136,-391,142,-71
260,-16776,-816,-273,165,-138
292,-16648,-892,-196,156,-161
380,-16796,-816,-216,142,-168
352,-16684,-800,-305,147,-158
424,-16760,-700,-420,160,-160
380,-16756,-776,-503,159,-140
408,-16672,-840,-555,153,-120
472,-16832,-816,-566,126,-89
276,-16732,-812,-590,148,-91
292,-16760,-944,-501,177,-86
488,-16828,-992,-489,153,-101
280,-16744,-916,-502,146,-124
224,-16856,-860,-465,155,-150
292,-16732,-1000,-469,128,-165
268,-16724,-808,-511,148,-197
372,-16740,-1120,-490,133,-191
428,-16692,-980,-494,167,-169
344,-16668,-1024,-483,119,-133
396,-16760,-864,-502,156,-129
452,-16784,-812,-501,131,-74
400,-16776,-852,-506,136,-76
300,-16732,-884,-508,130,-73
292,-16808,-992,-488,142,-71
336,-16724,-964,-451,147,-120
312,-16780,-1028,-446,150,-148
424,-16756,-904,-432,138,-102
316,-16808,-932,-385,147,-66
400,-16704,-1068,-356,136,-29
280,-16776,-840,-333,150,-43
356,-16796,-904,-368,125,3
260,-16708,-952,-445,133,-12
320,-16752,-968,-426,154,-89
308,-16716,-896,-421,153,-141
400,-16804,-668,-490,166,-154
344,-16856,-876,-503,150,-127
436,-16824,-908,-488,155,-111
456,-16684,-948,-499,172,-63
364,-16676,-968,-465,132,-79
448,-16736,-932,-436,168,-55
328,-16804,-892,-448,144,-43
356,-16748,-888,-405,144,-47
332,-16716,-920,-351,128,-88
364,-16728,-856,-404,133,-96
464,-16768,-816,-499,161,-85
432,-16776,-980,-539,167,-55
436,-16704,-872,-537,146,-77
432,-16712,-820,-514,148,-62
340,-16764,-968,-462,149,-61
304,-16732,-952,-363,147,-77
336,-16736,-920,-316,131,-172
364,-16800,-1012,-294,142,-194
348,-16712,-1004,-381,176,-158
280,-16792,-888,-376,157,-160
312,-16772,-788,-392,139,-169
280,-16780,-900,-388,116,-230
496,-16744,-860,-406,147,-141
376,-16824,-836,-434,147,-68
348,-16756,-804,-365,142,-85
260,-16704,-1000,-289,161,-183
376,-16660,-644,-326,141,-187
320,-16736,-868,-464,155,-129
396,-16824,-820,-523,136,-103
336,-16664,-792,-537,168,-77
320,-16712,-864,-531,160,-117
388,-16728,-828,-552,144,-61
460,-16808,-888,-535,144,-59
400,-16708,-992,-557,155,-46
288,-16732,-1048,-542,138,-47
288,-16756,-936,-478,144,-158
384,-16768,-852,-432,156,-118
308,-16744,-896,-408,169,-155
432,-16808,-1032,-422,134,-84
296,-16788,-880,-417,166,-91
404,-16692,-912,-350,111,-140
432,-16748,-912,-364,133,-132
352,-16784,-960,-412,146,-102
356,-16752,-892,-435,137,-94
376,-16752,-872,-459,121,-73
360,-16832,-888,-513,129,-67
452,-16728,-868,-540,132,-44
472,-16760,-988,-539,150,-29
420,-16708,-952,-469,124,-39
372,-16744,-896,-402,153,-56
384,-16700,-940,-353,188,-89
376,-16784,-1020,-300,127,-55
312,-16784,-908,-295,172,-75
352,-16840,-856,-330,149,-68
440,-16668,-876,-402,157,-51
368,-16772,-1000,-465,105,-68
288,-16728,-972,-483,156,-90
428,-16728,-884,-514,124,-104
412,-16668,-844,-505,177,-107
436,-16856,-932,-465,158,-120
420,-16776,-952,-463,140,-98
380,-16708,-896,-502,174,-56
344,-17020,-792,-486,106,-90
356,-16784,-804,-455,120,-91
348,-16824,-916,-453,124,-70
312,-16752,-800,-433,153,-84
380,-16800,-884,-430,136,-81
364,-16712,-1012,-467,169,-59
356,-16664,-888,-495,151,-67
376,-16692,-972,-473,141,-77
292,-16840,-1088,-478,148,-73
428,-16712,-1040,-439,153,-98
308,-16744,-908,-434,153,-104
532,-16728,-904,-458,155,-92
352,-16740,-860,-447,132,-84
372,-16764,-788,-501,132,-95
416,-16772,-940,-507,159,-84
336,-16836,-920,-523,163,-77
456,-16712,-1024,-519,159,-83
456,-16724,-920,-450,147,-74
360,-16844,-952,-438,141,-82
344,-16824,-920,-414,119,-70
380,-16700,-960,-415,120,-77
320,-16744,-812,-411,132,-89
328,-16688,-852,-427,145,-107
400,-16756,-888,-427,143,-103
336,-16664,-892,-482,139,-70
516,-16760,-960,-470,141,-77
396,-16804,-824,-489,115,-59
336,-16788,-1044,-465,152,-38
388,-16720,-784,-409,142,-81
276,-16756,-812,-400,157,-104
388,-16756,-972,-395,139,-136
368,-16772,-788,-444,158,-167
476,-16792,-912,-533,132,-145
332,-16820,-968,-569,148,-128
468,-16816,-964,-574,153,-80
364,-16752,-876,-508,161,-84
380,-16760,-1208,-434,142,-65
424,-16744,-1040,-361,148,-95
440,-16824,-880,-393,150,-123
416,-16716,-876,-438,140,-74
392,-16700,-788,-466,159,-111
420,-16728,-1124,-519,157,-65
428,-16816,-928,-540,128,-87
388,-16716,-992,-523,156,-95
316,-16816,-1044,-509,143,-57
332,-16840,-928,-439,127,-57
332,-16760,-960,-367,155,-113
428,-16764,-896,-430,161,-105
392,-16696,-932,-488,159,-85
436,-16712,-980,-571,163,-76
360,-16804,-996,-538,173,-61
320,-16716,-980,-483,152,-53
368,-16852,-988,-437,157,-14
328,-16752,-1016,-324,130,-45
260,-16752,-1184,-240,107,-111
264,-16760,-1060,-231,143,-158
428,-16772,-764,-312,156,-136
324,-16804,-784,-426,146,-136
480,-16772,-820,-540,151,-136
536,-16720,-928,-645,172,-96
348,-16772,-844,-652,155,-40
328,-16772,-1132,-582,122,-53
552,-16840,-1208,-483,141,-50
360,-16816,-1012,-377,138,-72
416,-16768,-1060,-270,150,-88
292,-16716,-1048,-202,128,-131
480,-16752,-816,-184,147,-143
420,-16840,-1004,-264,121,-126
368,-16668,-828,-337,154,-113
512,-16708,-920,-362,120,-89
452,-16776,-864,-362,159,-78
476,-16788,-1036,-323,140,-77
488,-16788,-1000,-224,130,-62
396,-16764,-960,-165,119,-66
380,-16796,-984,-118,134,-94
432,-16788,-856,-114,139,-142
332,-16704,-788,-154,147,-171
464,-16704,-664,-284,152,-143
492,-16732,-852,-491,139,-113
512,-16868,-876,-561,138,-40
368,-16728,-892,-592,173,0
528,-16752,-1060,-557,157,2
304,-16832,-812,-493,148,-4
300,-16812,-928,-395,146,-40
288,-16960,-892,-310,136,-107
416,-16560,-680,-293,144,-125
412,-16788,-768,-374,121,-147
436,-16708,-852,-427,137,-147
424,-16648,-932,-486,125,-145
352,-16708,-912,-524,149,-50
460,-16732,-844,-516,131,20
368,-16792,-792,-479,162,-2
412,-16752,-932,-493,152,-44
260,-16812,-916,-474,117,-64
404,-16736,-880,-489,146,-116
408,-16752,-936,-490,165,-102
348,-16712,-1004,-443,135,-132
396,-16772,-940,-479,137,-103
392,-16740,-848,-472,167,-96
480,-16744,-892,-461,134,-94
420,-16800,-828,-537,156,-48
364,-16820,-944,-629,125,-49
356,-16756,-956,-678,183,-41
368,-16744,-1052,-654,175,-44
448,-16812,-984,-549,147,-64
464,-16748,-956,-496,142,-95
452,-16824,-1068,-444,133,-88
448,-16852,-952,-353,126,-55
500,-16680,-1008,-354,154,-74
364,-16752,-900,-340,148,-116
432,-16760,-840,-404,147,-99
316,-16724,-972,-482,135,-97
320,-16796,-756,-534,149,-132
344,-16680,-896,-539,152,-124
480,-16748,-844,-555,155,-117
532,-16732,-936,-569,165,-52
400,-16716,-1044,-537,185,-14
432,-16648,-1092,-477,156,-72
392,-16668,-1024,-444,150,-60
352,-16740,-1036,-411,146,-88
376,-16824,-988,-399,125,-109
420,-16756,-836,-386,144,-114
400,-16740,-972,-387,143,-114
368,-16704,-956,-441,117,-69
296,-16780,-800,-449,145,-91
476,-16708,-980,-455,133,-52
488,-16688,-956,-447,160,-56
272,-16776,-1028,-435,126,-52
344,-16736,-964,-444,123,-50
468,-16760,-1076,-374,157,-110
464,-16764,-1028,-353,141,-143
328,-16760,-976,-372,151,-137
352,-16776,-1000,-384,161,-153
384,-16832,-924,-485,153,-113
368,-16668,-952,-524,150,-113
540,-16668,-968,-568,172,-65
408,-16780,-804,-582,176,-14
396,-16772,-1076,-495,165,-2
448,-16776,-1048,-374,134,-44
328,-16756,-992,-302,145,-88
312,-16768,-940,-236,127,-127
456,-16836,-872,-264,122,-153
472,-16728,-728,-341,134,-130
480,-16652,-816,-450,183,-123
484,-16772,-916,-585,175,-23
364,-16760,-1004,-634,169,30
352,-16848,-1096,-599,191,23
384,-16808,-1044,-503,155,-9
312,-16796,-1020,-386,138,-29
328,-16748,-1212,-227,124,-98
428,-16692,-972,-152,132,-162
468,-16688,-828,-166,140,-164
356,-16800,-932,-275,157,-123
388,-16752,-908,-432,143,-97
360,-16708,-888,-503,132,-79
348,-16780,-928,-504,145,-44
312,-16868,-1120,-512,143,-64
340,-16796,-1140,-427,160,-42
428,-16888,-1112,-339,171,-56
384,-16792,-1060,-257,126,-64
416,-16760,-696,-267,143,-142
324,-16756,-780,-353,143,-138
428,-16728,-792,-407,150,-111
532,-16744,-896,-482,170,-122
400,-16828,-808,-545,143,-74
412,-16772,-952,-592,159,-61
380,-16852,-1104,-582,157,-58
432,-16872,-1080,-482,141,-26
320,-16792,-1092,-363,140,-27
388,-16884,-1052,-241,134,-34
368,-16796,-1076,-109,124,-69
388,-16712,-928,-16,128,-123
352,-16628,-700,-61,132,-133
380,-16776,-784,-194,148,-138
420,-16856,-840,-321,162,-99
432,-16728,-872,-452,177,-79
436,-16816,-920,-545,140,-78
284,-16808,-992,-576,153,-47
408,-16776,-1004,-539,158,-34
464,-16784,-868,-420,144,-24
260,-16836,-1028,-281,158,-43
448,-16716,-1032,-146,153,-108
444,-16752,-816,-149,166,-150
404,-16756,-716,-251,126,-157
352,-16684,-744,-358,166,-154
456,-16784,-852,-486,109,-132
472,-16748,-780,-551,156,-84
456,-16780,-996,-547,143,-38
460,-16752,-964,-426,149,-33
432,-16708,-1040,-342,159,-20
444,-16780,-1088,-260,150,-47
340,-16784,-796,-239,156,-69
360,-16856,-952,-249,151,-135
512,-16716,-788,-341,155,-188
440,-16772,-792,-443,135,-169
476,-16776,-968,-488,145,-136
464,-16768,-984,-497,134,-114
376,-16680,-884,-537,156,-31
388,-16796,-900,-563,158,-17
444,-16784,-1008,-547,169,-33
312,-16776,-796,-489,164,-77
380,-16792,-1004,-445,150,-112
356,-16764,-952,-444,134,-101
372,-16760,-908,-418,173,-111
344,-16760,-940,-392,134,-112
404,-16696,-816,-384,130,-108
364,-16764,-744,-430,163,-59
368,-16752,-788,-518,153,-9
404,-16692,-876,-556,174,5
352,-16812,-1108,-566,147,8
396,-16836,-1104,-560,156,-29
404,-16728,-928,-475,173,-32
416,-16792,-836,-408,153,-49
392,-16800,-944,-326,143,-88
460,-16800,-824,-357,166,-129
532,-16700,-936,-461,191,-88
344,-16740,-940,-489,139,-60
444,-16780,-1192,-483,153,-94
376,-16796,-828,-535,158,-73
524,-16792,-944,-609,148,2
344,-16816,-844,-546,152,-13
372,-16736,-956,-528,176,-19
340,-16760,-936,-477,154,-26
428,-16740,-832,-501,170,-49
380,-16760,-900,-558,129,-78
384,-16684,-1044,-607,149,-109
452,-16844,-1032,-611,151,-157
352,-16628,-996,-597,160,-123
356,-16780,-1028,-545,162,-81
468,-16772,-1116,-475,162,18
260,-16792,-968,-375,172,47
324,-16872,-1036,-335,154,7
396,-16624,-988,-367,137,33
400,-16816,-848,-462,148,32
268,-16788,-784,-532,165,111
404,-16784,-952,-551,169,48
288,-16728,-1060,-447,166,65
280,-16676,-916,-345,164,8
472,-16776,-832,-321,169,0
428,-16712,-884,-390,156,-36
316,-16804,-984,-436,146,-114
312,-16720,-664,-588,121,-156
384,-16800,-636,-809,139,-160
452,-16692,-812,-1114,114,-62
280,-16768,-1136,-1114,112,-131
172,-16764,-1116,-895,112,-287
420,-16884,-1232,-705,120,-303
332,-16840,-1188,-474,84,-343
472,-16728,-1028,-403,119,-292
548,-16732,-952,-538,88,-150
660,-16600,-820,-729,120,12
444,-16832,-868,-880,118,80
372,-16912,-1080,-870,93,51
352,-16800,-1240,-788,95,28
236,-16864,-1252,-622,108,-150
452,-16836,-1148,-515,102,-266
364,-16800,-1032,-544,66,-266
432,-16824,-700,-736,78,-215
536,-16640,-672,-1055,45,-123
356,-16756,-616,-1487,-69,85
-1288,-17128,1136,-1113,-1930,115
-332,-16392,-1328,-497,-3553,-28
292,-17180,-1284,58,-3417,-156
472,-17120,-1420,494,-3889,-181
-496,-16816,-436,774,-4250,-240
1292,-17216,-664,1852,-3176,-502
160,-17200,336,2416,-2796,-245
136,-16520,-680,2155,-3347,-192
724,-17032,-812,1896,-2883,-338
844,-17428,-120,1871,-3039,-363
928,-17564,-596,1800,-3688,-372
1144,-18272,-664,922,-6065,-218
1028,-17756,-116,750,-6783,119
1292,-17424,396,216,-8730,511
1824,-17576,1036,25,-9665,1018
1460,-17680,144,-314,-10122,703
1380,-18516,4,1664,-7575,-411
1200,-18284,116,3670,-5414,-1110
1376,-18108,-40,3667,-6131,-1057
1792,-18124,-284,3140,-6495,-1120
2636,-18616,364,2489,-7507,-585
1760,-18060,-260,1299,-8921,-566
1868,-17888,-232,-532,-11194,-348
1788,-17200,984,-1034,-11705,-55
2496,-16976,928,-1901,-12415,158
3212,-17580,1124,-1115,-11906,-2002
1484,-14772,-276,-2014,-10815,-1478
752,-15192,156,-3691,-12026,-685
1176,-16832,1024,-3343,-13635,-66
1716,-17584,1452,-1057,-13808,194
2264,-17196,500,839,-13180,76
2328,-16072,-508,881,-12167,-101
1696,-15276,-216,-1216,-13273,137
2780,-15032,-548,-2718,-16091,576
3024,-15740,-1200,-4572,-16746,56
2604,-16340,-1824,-5658,-15955,-640
1484,-16028,-2392,-6705,-15690,-535
1692,-16004,-3444,-7973,-16150,-1039
1592,-15432,-4188,-10082,-15093,-1399
1308,-15524,-3844,-13247,-15752,-1256
788,-15968,-1500,-14514,-17394,-728
616,-15336,16,-13897,-18183,216
1516,-15408,1336,-12059,-16770,1726
1560,-15568,3108,-8267,-14856,2525
820,-16384,3516,-3898,-16573,2887
500,-16820,1604,-292,-19844,3803
1376,-17248,-1184,1820,-21296,4282
2144,-17384,-3792,2354,-19998,3655
1740,-17020,-4884,1509,-18056,2583
1344,-16600,-4852,-242,-16471,2056
1672,-16248,-3516,-1520,-14844,1296
1152,-15816,-1764,-2089,-14123,783
760,-15608,-400,-1549,-14003,840
-404,-15488,420,-689,-16916,1271
-452,-16416,-1008,300,-19858,1824
-232,-17220,-2984,657,-21857,1912
448,-17380,-4628,79,-22324,1426
640,-17384,-5612,-1857,-22049,1001
1132,-16468,-4812,-4373,-21213,522
836,-16148,-2780,-5883,-20077,-86
944,-15696,-872,-5515,-18336,-559
328,-16584,632,-4088,-18633,-616
980,-17648,288,-790,-17313,-1297
164,-18164,-1212,2400,-15124,-2398
-1196,-17720,-3300,3628,-14382,-2620
-1460,-16824,-4960,2366,-13825,-1973
-1448,-16600,-5216,-358,-13566,-1359
-1564,-16120,-4232,-3758,-14765,-419
-1064,-16880,-3632,-6525,-16694,-61
-984,-16924,-2620,-8049,-18399,-813
-12296,-14608,9892,-6443,-24244,1061
-1260,-15044,-2848,-2227,-22357,4892
-1436,-15592,-2752,-2682,-18950,3620
-1404,-16772,-1808,-2257,-17446,2293
-1076,-16872,-2332,-1337,-15576,902
-1664,-16824,-2232,-552,-14144,-192
-2272,-15944,-2876,-726,-13555,-499
-1600,-16116,-2924,-1968,-13535,-711
-1232,-16308,-3156,-3404,-14140,-1374
-676,-17348,-2848,-3682,-13739,-1698
8,-17732,-3420,-3376,-11372,-2318
-556,-17352,-3292,-3165,-8811,-3039
-1344,-16632,-3232,-2685,-9079,-3289
-1604,-16224,-3672,-2992,-7329,-2966
-2700,-16296,-2768,-3024,-7467,-3178
-2280,-15968,-2824,-2197,-7849,-2208
-1444,-16032,-4888,-3853,-7121,-2145
-1704,-16628,-3672,-5942,-10391,-1890
-1960,-16816,-2588,-6715,-12705,-1896
-1184,-17388,-3528,-5672,-12473,-1751
-1424,-17228,-3524,-4388,-10454,-1593
176,-16600,-5712,-3458,-5227,-1006
1028,-17088,-3728,-2453,-3498,-4281
16,-16584,-3280,-3248,-5015,-4676
-800,-16472,-6204,-3324,-4884,-3278
216,-18912,-4404,-3263,-3169,-3996
-1032,-19936,-4128,-1112,-2911,-3863
-1628,-17716,-4448,11,-4601,-3067
-3024,-15488,-4384,-631,-5929,-1256
-2764,-13808,-4824,-2710,-6555,776
-1612,-14192,-4892,-5113,-5530,2079
260,-16048,-4460,-6848,-4371,1021
360,-17988,-4424,-6340,-2833,-241
-1144,-18680,-5308,-5978,-2997,-911
-1056,-18316,-5360,-5746,-1849,-671
-872,-17056,-5440,-6150,-913,-1143
-336,-16292,-5216,-7340,-314,-1655
188,-16280,-5560,-8935,-227,-2744
-384,-17008,-6020,-10279,800,-3501
-1980,-17252,-6236,-11812,871,-3204
-2696,-17056,-6448,-13522,214,-2473
-2252,-16716,-6724,-15000,-219,-1916
-732,-17032,-6512,-16347,-918,-2505
1132,-15596,-7936,-17437,993,-2741
948,-16420,-7480,-19044,3727,-3323
1712,-15952,-7628,-19976,3700,-5096
-1912,-15512,-7332,-20395,5624,-3470
-872,-15532,-7716,-21233,4193,-1782
8,-14388,-8200,-21528,4562,26
1400,-15152,-8096,-21992,4915,-548
2264,-18088,-7376,-21436,5344,-2618
2056,-17640,-9428,-19487,6194,-4706
1344,-16120,-11268,-18180,8467,-5354
1080,-15920,-10284,-17681,9548,-4392
1156,-13132,-10152,-17784,8531,-3235
936,-12644,-9220,-18221,7115,-2118
1604,-12692,-8892,-18210,5683,-2081
2780,-13600,-9656,-17880,5373,-3090
3900,-13180,-10300,-17330,5735,-4527
3348,-13480,-11228,-16844,6084,-4603
2452,-12996,-12176,-16527,5900,-3350
1440,-12488,-12284,-16558,4664,-1385
536,-12080,-12352,-16815,3106,305
556,-11916,-12672,-17097,1740,627
1728,-11708,-13244,-18492,3520,-468
3632,-12320,-13632,-19509,6491,-2282
4060,-12060,-13956,-20191,8187,-3723
3292,-11468,-14192,-20323,9200,-4378
2272,-10588,-13508,-20184,8758,-4391
1936,-9500,-13580,-20264,7147,-3782
2852,-8772,-13492,-21187,5280,-3658
2508,-6020,-14252,-23510,5299,-4859
5560,-10300,-13872,-25883,6281,-3947
8032,-9712,-16280,-27599,7544,-4093
6008,-6256,-16192,-31542,8615,-3286
3408,-5156,-14456,-32768,10216,-3191
916,-3904,-14660,-32768,7977,-3170
2484,-3400,-15800,-32768,4438,-2486
3140,-3572,-16936,-32768,720,-2088
5024,-1764,-16200,-32768,807,-2340
6156,-696,-18320,-32768,3735,-2853
6652,-936,-17384,-32768,5205,-3340
6884,-416,-17584,-32768,4568,-2074
6896,-420,-18736,-32768,3159,-1097
6712,468,-19264,-32768,3115,-672
6076,972,-18588,-30270,3963,-623
6360,2828,-17772,-29463,5003,-1163
6496,3056,-16904,-31399,3941,-1867
6068,3512,-15640,-32343,2192,-2740
6072,4256,-15608,-32462,-392,-2484
7400,4112,-16536,-31153,-983,-2305
6448,4840,-16820,-29059,294,-1617
5808,5616,-15976,-28444,-289,-1479
5900,5972,-15668,-27974,-1475,-1947
6356,5288,-15540,-27016,-3536,-2199
6440,7080,-15276,-26163,-4118,-2356
6828,7696,-16520,-25277,-4201,-1967
7104,8392,-17308,-22933,-2317,-1212
6516,8364,-17052,-20716,-971,-928
6288,8664,-16060,-18645,31,-898
5296,8660,-13328,-17672,184,-1179
5908,8292,-14020,-18036,-1019,-2303
6536,9116,-13656,-18224,-2051,-2886
5228,9924,-12024,-18434,-972,-3297
4192,9580,-11844,-18344,-1859,-3362
4968,10060,-12924,-17299,-2214,-3686
4964,11388,-12456,-16776,-3765,-3262
4536,12092,-11392,-16519,-2674,-2868
4008,11828,-10616,-16430,-1446,-3134
3992,11076,-9772,-16484,-2246,-4235
5308,11568,-10852,-18587,-5735,-4909
7604,12440,-10692,-19638,-4810,-4237
7720,13448,-11472,-19788,-1846,-3216
5232,14128,-11168,-19351,-578,-1450
3868,15320,-11732,-18629,-528,376
3328,14576,-11896,-17277,-1549,694
3576,14496,-9268,-17096,-2788,-510
472,13720,-5600,-18892,-2955,-4934
2720,14520,-6452,-23887,-7566,-7117
5844,13264,-8924,-23395,-4605,-5934
4420,14336,-7696,-22531,-3237,-5499
4500,14252,-7556,-22678,-3336,-5464
3692,13596,-6284,-22077,-3326,-5201
2812,12964,-5096,-20852,-2272,-5388
3060,13632,-5016,-18789,-1372,-5597
2792,14544,-4836,-16405,-2221,-5577
2668,15100,-5812,-14806,-2235,-5292
2600,14844,-5560,-13077,-2142,-5615
2152,14844,-5220,-11837,-1874,-5908
2752,14768,-4576,-11107,-1481,-6231
3024,14460,-4052,-9896,-1003,-6822
3460,15132,-3632,-9319,-41,-7292
4180,15184,-3620,-8811,1008,-7311
1940,15392,-2972,-7865,1202,-6710
2680,16464,-2716,-7757,1769,-5848
2544,16832,-2520,-7694,2282,-5029
2600,16036,-2852,-7544,2134,-5016
1480,16556,-2860,-7361,1775,-5284
596,17576,-1888,-7072,1910,-4613
640,18088,-2208,-7293,1397,-3536
604,17724,-2416,-6864,-28,-1881
1624,16168,-2976,-6158,-1187,-1641
1896,15992,-2164,-5167,-1371,-1915
2028,16200,-1848,-4411,-668,-1679
1124,16436,-1964,-4087,-183,-841
724,16824,-1884,-3783,702,-432
-572,17224,-1792,-3762,1200,-43
-164,15912,-2192,-3297,970,371
920,14588,-1948,-2145,395,-231
1096,15132,-2052,-1148,91,-645
1448,15940,-1672,-734,41,-250
796,17232,-1888,-989,349,432
764,18076,-2292,-2253,1002,665
-144,18096,-2224,-3165,836,1069
860,16776,-2916,-3014,-424,1303
1668,17200,-2032,-2812,-732,182
1564,17492,-2144,-2717,-1026,-128
1196,17224,-1688,-2924,-316,-63
648,17460,-1832,-3006,641,290
332,17764,-2140,-2970,830,-21
220,17692,-1852,-3049,720,-744
428,17364,-1528,-2800,230,-642
980,16504,-1352,-2009,-450,192
1488,15940,-1344,-1187,-606,788
1772,16068,-1536,-569,-538,830
1232,16684,-1664,-364,-254,497
404,16852,-1920,-740,-192,379
572,16864,-2024,-1029,-402,-33
844,16688,-1896,-1197,-1220,-832
716,15896,-2052,-1001,-1419,-1403
1212,14764,-1768,-463,-1396,-1440
1160,14688,-1608,326,-1294,-1491
1332,14888,-1672,704,-1362,-1321
1320,16008,-1592,285,-1112,-1535
2804,16772,-1048,-3341,2067,-1732
1248,16352,-1516,-3995,2071,-1315
28,15836,-1552,-3532,1531,-1064
-424,15648,-2080,-2223,873,-1186
32,15712,-1520,-1012,772,-979
204,15156,-2024,-148,572,-1134
524,15976,-1852,549,705,-1960
1428,17128,-932,-97,1130,-1621
1248,17328,-860,-637,1330,-828
688,17348,-1392,-946,1461,-224
444,16796,-1408,-1044,1057,228
1316,15564,-1496,-1002,601,601
1092,14744,-1656,-553,437,362
752,14880,-1952,53,83,256
684,15284,-1576,324,103,-74
856,16112,-1472,256,431,-490
572,16788,-1452,-58,449,-1012
840,16700,-1464,-567,433,-1286
1320,15992,-1132,-786,597,-1381
1212,16024,-984,-800,401,-771
1104,16268,-1284,-828,214,272
-3456,25428,-100,-233,469,2509
728,16348,-1364,-1302,-112,1900
-964,16040,-2040,-533,-64,1144
1300,16220,-1580,-132,-672,1110
1400,16592,-1608,-421,-313,384
824,16180,-1724,-722,334,-672
1720,15892,-1444,-762,300,-603
900,15972,-1356,-815,603,-156
600,15988,-1688,-857,585,-72
540,15868,-1636,-830,372,21
568,16012,-1412,-690,164,311
688,16068,-1448,-680,90,535
868,16152,-1336,-670,-126,547
828,15948,-1472,-590,-148,559
748,15932,-1356,-391,-193,598
848,15912,-1244,-166,-178,576
900,16008,-1316,-171,0,755
552,15988,-1620,-50,294,976
1924,16504,-1412,-107,306,501
804,16100,-1564,-323,269,104
1088,16048,-1460,-303,310,35
1092,16084,-1752,-374,226,-16
956,16084,-1356,-417,151,-64
1028,15976,-1484,-317,213,-85
1160,16164,-1952,-333,137,-107
916,16084,-1292,-426,215,-87
832,15996,-1432,-372,212,-78
1048,15960,-1404,-342,253,-70
812,16044,-1288,-202,174,-76
800,15948,-1304,-50,139,-44
1028,16140,-1348,120,176,-16
988,16024,-1312,238,64,-24
924,16044,-1592,299,23,-53
1052,16080,-1596,395,48,-24
1112,16008,-1440,470,179,-32
992,16012,-1620,492,147,-22
1008,16104,-1496,485,147,-11
1100,15964,-1332,494,190,-32
1228,15984,-1764,346,221,-58
992,16088,-1576,323,219,-30
952,16080,-1552,302,208,-25
988,16076,-1716,285,166,-63
928,16036,-1824,156,179,-47
1116,16116,-1848,18,210,-58
1016,16188,-2008,-222,218,-67
952,16188,-1888,-411,219,-79
1044,16056,-1816,-512,201,-89
1028,16024,-1784,-502,130,-85
1084,16064,-1756,-486,158,-97
1048,16080,-1764,-458,110,-116
1032,16116,-1884,-502,133,-126
1056,16092,-1880,-520,159,-88
1040,16144,-1916,-650,261,-105
1140,16132,-2064,-832,295,-135
1048,16048,-1884,-1014,189,-144
984,16100,-1720,-1107,105,-160
1044,15972,-1460,-1114,57,-147
880,16040,-1760,-1094,57,-147
1024,16072,-1496,-1037,36,-117
912,16068,-1532,-1004,60,-99
944,16132,-1628,-1090,53,-123
1128,16072,-1700,-1126,45,-117
