Fs,100
Logging Type,0
Initialization time,36.5
Waiting time,3
ax,ay,az,gx,gy,gz
17252,-1272,-292,-2144,1551,-3539
16976,-688,340,-1766,1601,-3360
15436,-664,740,-1007,1005,-2847
15068,-612,128,-862,201,-2394
15640,-32,-192,-1233,-286,-1956
17456,172,-1104,-1346,-1168,-1547
19052,1232,-968,-1525,-1019,-1754
19348,600,-656,-1956,81,-2696
18252,-132,396,-1054,629,-3052
16980,-664,980,-66,646,-3039
15184,-1140,56,93,374,-2112
15268,-300,-8,-285,-317,-1331
15840,136,-12,-743,-521,-519
16552,440,-248,-909,-704,216
17832,1116,-716,-1037,-509,270
17728,484,-588,-512,-763,16
17312,-276,-72,-372,-992,157
16876,-212,-224,-206,-602,598
16448,56,220,-48,-54,1410
15916,-28,-92,36,833,1927
16032,104,-180,25,340,2697
17072,484,-1236,-129,-524,2503
17000,24,-616,-425,-1217,1906
17128,-136,-440,-95,-1504,1596
17160,-464,-732,11,-465,1736
17416,-684,-1088,-535,207,1806
17312,-436,-1028,-939,231,1610
16644,-216,-924,-685,-163,1254
16656,-512,-484,-575,-421,796
16892,-492,24,-311,-484,377
16888,-688,-112,-614,-473,-37
17320,-316,-760,-1100,-794,-385
20220,724,-1148,-1062,103,854
17120,-900,-924,-1001,842,142
16820,-640,-256,-1415,797,432
16680,-508,-108,-1167,1024,640
16656,-340,-316,-806,583,903
16836,-408,108,-267,573,1052
17272,-224,-704,-41,277,811
17120,-528,-992,-415,282,580
17252,-816,-732,-603,229,297
17172,-716,-672,-832,210,-96
16848,-592,-236,-723,143,-137
16736,-632,-276,-589,69,-48
16844,-460,-80,-386,77,58
16616,-360,-548,-367,33,291
16916,-524,-440,-378,13,444
17100,-652,-656,-476,46,458
16944,-556,-448,-527,143,412
16896,-604,-524,-599,102,350
16916,-632,-412,-669,-6,347
16976,-612,-324,-542,-176,332
16872,-680,-236,-480,-227,357
16860,-684,-368,-402,-617,349
17012,-708,-464,-472,-693,344
17008,-752,-324,-450,-797,217
17196,-708,-664,-454,-802,121
17060,-652,-736,-483,-731,34
16992,-676,-628,-467,-701,-18
16904,-652,-648,-450,-740,2
16916,-624,-672,-413,-832,-3
16988,-664,-600,-421,-929,-9
17000,-744,-772,-387,-938,-1
16952,-652,-660,-318,-953,-4
17016,-712,-708,-326,-916,-15
17048,-756,-684,-324,-816,-24
17032,-696,-784,-325,-690,-32
16992,-716,-908,-349,-660,-11
16912,-688,-588,-322,-592,4
17084,-808,-836,-315,-611,6
17120,-816,-932,-318,-388,-61
16988,-788,-792,-281,-272,-48
17060,-632,-1064,-261,-55,-94
16936,-732,-1160,-278,198,-44
17036,-708,-816,-354,155,-31
17012,-692,-920,-390,136,-38
16912,-732,-820,-381,-20,-44
16844,-672,-680,-361,-131,-46
16952,-760,-724,-298,-338,-85
17004,-640,-1020,-351,-240,-89
17012,-768,-828,-374,-228,-83
16880,-692,-840,-455,-152,-71
16968,-752,-808,-465,-219,-80
16972,-748,-908,-418,-343,-62
17032,-684,-900,-385,-356,-13
16804,-676,-860,-384,-512,-78
16968,-768,-976,-374,-356,-94
17080,-716,-1196,-371,-225,-62
17032,-796,-944,-373,-119,-91
17068,-656,-1184,-415,13,-104
16852,-764,-896,-422,39,-67
16884,-668,-824,-387,-60,-77
17000,-636,-1060,-366,-64,-50
17184,-788,-1072,-411,-15,-77
17144,-748,-1044,-345,151,-67
16948,-676,-1232,-398,346,-51
16972,-760,-1072,-413,477,-91
16936,-668,-868,-438,475,-73
16956,-712,-1008,-444,378,-68
16828,-752,-628,-451,220,-81
16956,-600,-860,-416,29,-72
17060,-692,-960,-402,-45,-98
17048,-768,-996,-402,155,-96
17072,-648,-984,-401,340,-66
17048,-704,-1132,-436,469,-97
16900,-752,-940,-431,472,-82
16868,-712,-824,-436,313,-77
16832,-760,-820,-398,7,-57
16896,-772,-928,-367,-215,-70
16972,-756,-1152,-288,-476,-79
17036,-732,-1000,-259,-360,-100
17060,-772,-1200,-234,-158,-64
17060,-660,-1376,-196,243,-75
16968,-724,-956,-280,377,-50
16976,-608,-1000,-350,472,-60
16880,-664,-780,-388,308,-115
16968,-692,-756,-403,100,-80
16852,-624,-928,-364,-186,-76
17020,-652,-1072,-403,-214,-98
16904,-732,-1044,-376,-149,-55
16940,-708,-1064,-393,35,-79
17028,-688,-992,-434,174,-77
17020,-668,-1128,-421,226,-79
16924,-740,-1052,-432,247,-91
16868,-700,-952,-424,218,-72
16948,-604,-800,-399,89,-73
16896,-716,-964,-387,-40,-69
16928,-644,-904,-402,-60,-107
17076,-652,-1100,-401,6,-81
16964,-648,-1020,-397,134,-87
16948,-660,-1100,-443,301,-75
16936,-788,-1048,-427,342,-52
16952,-764,-980,-434,323,-52
16936,-720,-956,-434,346,-66
16928,-692,-1028,-435,330,-71
16940,-672,-920,-421,268,-50
17048,-716,-1136,-461,188,-77
16932,-688,-808,-444,185,-86
16980,-664,-952,-431,151,-61
16920,-640,-1052,-414,131,-58
16960,-760,-1120,-415,184,-84
17000,-632,-928,-427,147,-98
16988,-716,-1104,-421,102,-74
17016,-688,-1036,-401,7,-102
16936,-740,-880,-427,-62,-64
16920,-752,-1032,-416,-80,-57
17016,-836,-1132,-430,97,-78
16996,-660,-1168,-434,228,-80
17064,-652,-1144,-425,351,-83
17020,-724,-1052,-442,421,-76
16936,-616,-1028,-424,560,-60
16904,-672,-864,-406,714,-94
16856,-672,-768,-417,569,-47
16992,-724,-916,-426,321,-75
17040,-788,-852,-420,280,-79
17064,-676,-900,-427,195,-91
16996,-672,-980,-423,163,-62
16928,-896,-1104,-421,183,-85
16900,-804,-1044,-408,210,-98
16944,-676,-924,-421,263,-74
17120,-728,-936,-416,302,-69
16792,-688,-716,-406,178,-66
16944,-808,-936,-412,62,-66
16856,-736,-828,-389,-106,-73
16952,-708,-960,-374,-189,-85
16960,-580,-1012,-372,-195,-85
17016,-700,-1108,-378,-61,-63
17028,-772,-1124,-375,86,-84
16968,-768,-1068,-393,198,-75
16980,-692,-920,-417,280,-67
17000,-728,-964,-422,256,-72
16948,-708,-756,-409,134,-83
16852,-752,-860,-380,-69,-69
16988,-672,-1056,-351,-90,-76
16952,-752,-1112,-349,-60,-76
17048,-748,-1032,-368,56,-71
17076,-740,-1112,-404,188,-47
16936,-768,-984,-384,292,-69
16932,-684,-816,-370,375,-83
17012,-692,-940,-391,327,-111
16944,-772,-976,-383,299,-121
16972,-748,-1008,-383,203,-80
16996,-704,-852,-403,92,-88
16984,-672,-824,-415,21,-94
16972,-748,-952,-428,-14,-94
16916,-692,-868,-408,-14,-65
16908,-800,-988,-391,-67,-66
16880,-752,-972,-412,-60,-98
16984,-724,-1060,-417,-110,-94
17000,-804,-744,-373,-105,-67
17016,-688,-1012,-369,-121,-61
16872,-752,-1128,-378,-126,-83
16976,-696,-1056,-412,-58,-78
16992,-732,-944,-408,44,-78
16948,-664,-1060,-434,-53,-66
16904,-752,-1024,-415,-3,-78
16916,-692,-1012,-414,2,-82
16968,-764,-1024,-381,17,-88
16980,-740,-928,-314,16,-91
17032,-644,-1164,-346,80,-69
16960,-764,-1024,-418,97,-102
17020,-740,-1204,-419,157,-79
16912,-752,-1004,-428,156,-52
17000,-720,-1052,-415,122,-63
16968,-692,-1064,-423,87,-76
17036,-796,-1096,-422,111,-84
16984,-660,-1120,-393,139,-70
17048,-776,-1032,-387,140,-83
17036,-804,-1160,-385,208,-87
17060,-684,-1004,-380,255,-89
16912,-724,-1044,-404,212,-91
16952,-752,-1148,-408,260,-83
16948,-652,-1120,-431,169,-74
16956,-820,-1056,-404,140,-114
16940,-668,-1104,-421,63,-87
16936,-772,-960,-407,32,-66
17008,-716,-1088,-385,-8,-92
16872,-716,-1008,-390,-36,-99
16904,-740,-964,-366,-103,-80
17000,-748,-1020,-396,-58,-79
16932,-744,-1208,-392,-7,-83
17084,-748,-1000,-428,149,-89
16864,-664,-1120,-426,178,-92
17012,-796,-956,-433,153,-94
17000,-664,-1016,-441,199,-93
16936,-796,-1048,-416,113,-85
17024,-676,-1116,-417,63,-106
16904,-712,-992,-420,100,-93
17044,-652,-1076,-400,143,-63
16908,-648,-1120,-408,118,-78
17040,-672,-1140,-394,186,-66
17020,-764,-1060,-393,187,-71
17016,-640,-920,-433,155,-79
16972,-720,-980,-442,152,-81
17092,-660,-880,-433,159,-78
16880,-632,-1064,-437,131,-89
17012,-688,-1112,-442,119,-105
16952,-628,-960,-399,61,-62
16924,-796,-1120,-414,44,-80
16960,-660,-1056,-427,-23,-73
17068,-728,-1032,-400,22,-91
17024,-648,-1044,-419,59,-96
17020,-740,-1136,-412,62,-94
16940,-696,-1116,-408,30,-73
16896,-688,-1012,-405,27,-76
16996,-724,-1236,-383,-51,-82
16924,-720,-1088,-307,22,-90
16948,-688,-1164,-371,57,-68
16988,-680,-1088,-396,211,-77
17036,-696,-1140,-425,218,-73
16952,-644,-1160,-437,295,-46
16936,-648,-1016,-399,310,-69
17048,-760,-1088,-430,306,-83
17116,-692,-1008,-425,346,-86
16976,-668,-900,-425,412,-62
16988,-760,-1032,-444,305,-83
16980,-684,-1024,-447,259,-83
16976,-696,-1036,-442,244,-75
16988,-688,-1136,-425,211,-90
16992,-724,-1012,-418,198,-72
17088,-760,-1016,-412,256,-75
16856,-800,-796,-392,187,-88
16896,-672,-968,-427,293,-83
16920,-676,-896,-430,296,-79
16972,-772,-1116,-445,337,-114
16956,-800,-1008,-441,263,-73
17104,-712,-900,-440,266,-80
17096,-708,-1100,-429,310,-113
16932,-904,-1040,-436,312,-113
16980,-752,-1016,-444,317,-103
16924,-696,-996,-431,329,-75
16960,-728,-996,-440,262,-69
16912,-696,-1116,-429,211,-80
17024,-684,-1100,-424,172,-91
16968,-700,-1096,-428,118,-107
16992,-624,-1104,-410,85,-77
16964,-812,-1068,-413,105,-83
16936,-672,-1076,-411,161,-64
16988,-784,-1100,-423,215,-83
17012,-728,-1048,-431,309,-63
17032,-696,-1052,-423,307,-82
16932,-720,-1124,-421,325,-57
16940,-708,-1108,-432,427,-79
16960,-640,-804,-436,265,-85
16864,-636,-1016,-413,344,-81
17064,-676,-844,-398,290,-77
17028,-732,-956,-431,375,-61
17020,-696,-924,-426,331,-83
16860,-780,-908,-424,309,-87
16972,-728,-1084,-433,275,-80
16988,-796,-948,-424,246,-106
16976,-708,-1036,-421,243,-71
16980,-624,-1036,-430,226,-87
17020,-760,-1024,-400,234,-80
16980,-724,-1032,-419,274,-78
16948,-716,-980,-423,283,-86
16952,-684,-984,-418,280,-65
16884,-740,-1024,-420,229,-78
16944,-728,-856,-440,191,-104
16932,-764,-944,-438,219,-86
16948,-748,-1032,-429,230,-104
16912,-776,-952,-419,208,-81
16860,-740,-876,-408,249,-73
17036,-732,-1092,-394,244,-65
16832,-748,-1004,-377,245,-88
16976,-788,-828,-378,282,-70
16980,-632,-888,-406,277,-83
16968,-672,-968,-409,239,-92
16900,-756,-840,-401,173,-72
16880,-656,-1008,-420,95,-96
17000,-764,-928,-415,154,-71
16912,-708,-872,-421,216,-85
16976,-788,-936,-414,260,-77
16948,-732,-856,-437,273,-86
16948,-728,-864,-414,228,-91
16964,-708,-1036,-423,216,-70
16908,-684,-960,-406,205,-82
16836,-712,-932,-412,161,-59
16944,-668,-920,-400,149,-85
16980,-616,-784,-400,153,-97
16964,-808,-828,-398,194,-61
16968,-824,-856,-434,129,-73
16908,-852,-800,-433,99,-113
17024,-752,-832,-423,67,-95
17004,-668,-920,-430,5,-106
16988,-728,-1112,-421,-29,-94
16996,-640,-860,-412,-11,-61
17016,-752,-960,-387,-14,-70
16936,-744,-908,-342,91,-63
17004,-648,-952,-380,107,-77
17028,-688,-1024,-440,157,-115
16912,-660,-1024,-435,210,-82
16996,-824,-1024,-429,234,-80
16896,-756,-844,-408,188,-85
16884,-700,-752,-410,69,-61
16992,-728,-836,-418,48,-77
16992,-736,-872,-413,-22,-65
16968,-676,-984,-418,-11,-85
16984,-700,-988,-378,-8,-84
16940,-692,-996,-385,43,-73
17044,-664,-1004,-405,102,-103
17024,-732,-872,-395,94,-64
17020,-668,-860,-401,42,-93
17144,-664,-984,-426,4,-77
17068,-648,-784,-407,-29,-80
17056,-804,-1076,-410,-95,-98
17048,-700,-1036,-407,-9,-61
17036,-748,-964,-357,82,-98
17012,-668,-1204,-376,217,-81
16928,-692,-968,-417,265,-82
16888,-628,-752,-425,288,-77
16968,-700,-980,-423,236,-80
17016,-732,-1000,-437,205,-72
16936,-604,-1128,-422,160,-91
16924,-688,-868,-397,41,-72
16920,-732,-984,-415,115,-83
17004,-736,-1012,-408,133,-93
16988,-672,-908,-394,268,-79
16872,-744,-916,-436,327,-88
17004,-704,-1048,-444,313,-100
16920,-756,-936,-451,222,-73
16928,-648,-812,-432,142,-56
16892,-672,-844,-406,-111,-71
16924,-716,-916,-415,-86,-81
16984,-692,-988,-415,-195,-102
17088,-748,-1132,-408,-90,-85
17004,-684,-1268,-400,77,-103
16856,-740,-1148,-419,223,-80
16924,-676,-932,-429,321,-90
16980,-716,-1076,-413,296,-73
16904,-820,-968,-433,224,-82
16900,-672,-1012,-413,138,-99
16988,-712,-924,-421,41,-66
16988,-744,-844,-381,39,-91
16960,-736,-1080,-380,124,-76
17112,-748,-1124,-414,213,-89
17032,-644,-1044,-428,286,-71
17048,-680,-1012,-415,311,-87
16960,-736,-876,-417,278,-77
16872,-736,-900,-425,159,-67
16928,-768,-928,-409,46,-96
16892,-768,-1016,-427,-41,-51
16972,-764,-956,-418,11,-79
16976,-696,-1084,-429,37,-98
17064,-800,-1004,-413,116,-87
17024,-696,-944,-431,179,-82
16944,-672,-1112,-429,242,-87
16964,-648,-880,-419,170,-79
17048,-724,-904,-401,124,-60
16968,-748,-972,-397,108,-61
16920,-732,-1040,-343,157,-77
17032,-684,-1096,-372,202,-100
16932,-744,-1080,-395,186,-89
17024,-608,-1068,-438,214,-91
17012,-804,-968,-414,202,-81
16968,-656,-1060,-417,192,-73
16996,-620,-1032,-398,161,-70
16924,-732,-876,-408,89,-77
17040,-708,-1036,-380,72,-81
16904,-708,-948,-374,92,-75
16996,-732,-1068,-379,124,-80
16936,-712,-1032,-403,217,-61
16912,-744,-936,-426,189,-83
16948,-716,-968,-424,248,-49
16940,-712,-916,-439,206,-76
16828,-728,-872,-440,122,-78
16924,-668,-1008,-422,11,-103
17036,-644,-960,-418,-40,-95
16912,-660,-876,-409,-53,-77
16988,-768,-1044,-381,-4,-74
16956,-660,-892,-382,83,-95
17000,-704,-1176,-387,233,-72
17188,-752,-972,-416,310,-111
16984,-696,-1076,-428,349,-92
16904,-728,-892,-429,376,-82
16972,-684,-1008,-430,361,-75
16872,-652,-1004,-412,337,-65
16840,-768,-848,-360,369,-67
16980,-592,-1072,-272,214,-64
17024,-704,-984,-334,341,-83
16960,-708,-1136,-412,418,-58
16796,-624,-808,-490,500,-71
17048,-696,-872,-518,429,-71
16872,-712,-824,-556,315,-54
16996,-676,-1036,-533,321,-91
16748,-756,-484,-449,114,-85
16928,-656,-1092,-431,85,-90
16772,-784,-764,-419,-34,-98
16996,-752,-872,-440,196,-85
16956,-664,-1048,-430,184,-90
16976,-640,-724,-441,150,-70
16976,-604,-832,-474,68,-85
17000,-692,-732,-431,-28,-83
16896,-744,-908,-392,-229,-112
16968,-820,-752,-371,-365,-131
17040,-708,-924,-353,-534,-154
17064,-708,-1008,-354,-457,-136
16968,-824,-904,-308,-514,-89
17028,-552,-1108,-289,-332,-72
16924,-724,-952,-256,-309,-39
16944,-636,-952,-264,-505,-71
17080,-856,-988,-345,-739,-101
16960,-836,-852,-294,-870,-139
16980,-780,-1096,-236,-864,-133
17108,-828,-1180,-227,-752,-217
17152,-836,-1044,-145,-558,-310
17132,-704,-1304,-268,-352,-369
17136,-720,-1320,-403,-187,-462
16980,-696,-1316,-476,-48,-479
16916,-664,-1096,-538,-64,-494
16900,-624,-1172,-534,-87,-448
17504,-540,-1016,-413,-26,-86
18368,-336,-1296,-376,264,594
18772,-156,-1456,10,559,1511
18716,-508,-1372,211,819,1875
17884,228,-1108,377,349,2007
18056,-180,-992,937,136,1618
17424,-480,-1304,1237,-60,1102
17276,-876,-948,1246,-245,840
17396,-1336,-888,1133,-714,1043
17576,-1444,-624,636,-822,1235
17316,-504,-1120,1194,-1426,1115
18088,-684,-1200,1449,-1360,1254
17952,-976,-1412,1501,-1499,1457
18112,-976,-1596,1583,-1580,1562
17860,-1152,-1688,1711,-2111,1326
17676,-1000,-1176,1653,-1895,1194
17980,-816,-1164,1704,-2062,1054
16852,-1088,-952,1921,-1708,678
15644,-624,-1336,3495,-118,-526
17524,-740,-1516,4071,-1028,-643
18052,-708,-1436,4509,-989,-435
18192,-488,-2228,4926,-921,-339
17996,-320,-2392,5375,-1583,-963
18248,-564,-2232,5538,-2290,-1840
17156,672,-772,5382,-4610,-2308
17628,-1280,-1884,5167,-4740,-2339
17320,-804,-1320,5176,-3960,-1907
17284,-1120,-1724,5427,-3715,-1560
17800,-740,-2072,5435,-3247,-1017
17644,-644,-1472,5608,-2673,-101
17272,-1408,-1472,6567,-2830,1526
17536,-408,-1284,7741,-1440,2923
17028,-636,-836,8189,-635,3746
17364,-332,-696,9223,-374,4378
16964,-252,-836,10454,-686,4383
16192,-920,-900,11047,-1240,3431
16028,-1324,-1368,11855,-1617,2698
16912,-1132,-904,12078,-1838,2660
17668,-1908,-1188,12041,-2264,2901
16584,-2192,-1696,12793,-1537,3041
15924,-1644,-1128,12886,-1666,3396
7780,144,-528,12595,-2300,5746
14972,-2252,208,12979,-6161,7408
17348,-2080,-1600,15240,-4730,7323
17324,-1472,-2320,16616,-2760,7011
16708,-1780,-3536,15648,-4441,6003
16052,-2224,-3676,14408,-6884,4704
15768,-2560,-2448,13809,-8817,2915
16792,-2244,-1768,13803,-9274,1973
17448,-2468,-2336,14009,-8263,1805
16984,-2716,-2532,14158,-6695,2148
16676,-3060,-2808,13658,-6593,3167
15904,-3496,-3300,13181,-7549,4140
15704,-3232,-2656,12904,-7717,4219
16516,-3116,-3168,12336,-8255,4059
16868,-3252,-2820,12420,-6999,4474
16212,-3260,-3288,12372,-5866,5057
15392,-3100,-3696,12036,-5835,6014
15728,-3956,-3796,11575,-6443,6730
16392,-3568,-4388,11302,-7393,6540
17532,-4368,-4752,11269,-6466,6022
17924,-4496,-4996,11067,-4357,5572
16876,-5036,-4636,10267,-3901,5448
16288,-4628,-4424,9848,-3852,5977
15472,-4328,-4228,9841,-4526,6896
14568,-4956,-6004,8570,-9554,8181
16640,-5304,-4604,9822,-8424,8261
16068,-5516,-5292,9639,-7801,7855
15748,-5420,-5536,8626,-8094,7632
15512,-5700,-5244,7093,-8877,7638
16352,-5932,-4624,6845,-7652,7774
16420,-6564,-4672,7401,-5413,7513
16460,-5980,-4724,7294,-4686,7915
15740,-6220,-5084,6948,-4323,8717
14996,-6456,-4964,6756,-3944,9407
15960,-6936,-3832,7273,-3571,8922
13688,-7224,-4604,7884,-2803,8780
14748,-6488,-5084,7587,-3574,8317
14588,-7504,-5180,7159,-4149,8211
14784,-7420,-5560,6649,-4759,8034
15428,-7476,-5776,6177,-4773,7944
14724,-8056,-8196,3876,-486,7349
14940,-8192,-5880,1447,-1930,6938
14492,-8208,-5312,1476,-2571,6763
14068,-8376,-4932,1807,-3670,6574
13652,-8508,-4592,2114,-4537,6076
13888,-8580,-3868,3235,-5125,5771
12664,-8848,-4212,3722,-6562,7279
13644,-8288,-5400,5059,-5359,6682
13288,-8432,-5256,4988,-4267,5458
13368,-8680,-5976,4619,-4555,4558
13312,-9664,-6136,3847,-4696,4736
11664,-9840,-6048,3511,-6644,5824
13448,-10252,-4464,5054,-6132,7041
10676,-10116,-5344,6638,-5453,8642
12172,-10340,-5156,7454,-5210,9355
11940,-9532,-5516,7308,-6075,9740
11704,-9712,-5608,7085,-6639,10199
11492,-9972,-4976,7199,-5993,10547
11416,-10696,-5428,6587,-6398,10523
12272,-11520,-5940,5971,-5154,10264
12508,-12176,-6936,5153,-3464,9717
11340,-11752,-7040,4407,-2096,9470
10596,-11184,-7044,4055,-2284,9503
9164,-11416,-5984,4170,-3128,10370
8764,-11008,-4296,4541,-5252,11681
10344,-12924,-3244,5540,-6516,11955
10404,-12316,-4532,7267,-5110,12102
9328,-12512,-6516,6914,-2562,13210
9140,-12948,-5328,5389,-2801,12620
10152,-13216,-5120,4928,-2919,12651
9600,-13160,-5080,4734,-2265,13341
8540,-13748,-5512,5124,-1123,13992
8896,-13592,-5984,4973,-736,14647
8160,-13964,-5692,4875,-1389,13855
8060,-14532,-4932,5229,-1452,12935
7124,-13700,-4120,5506,-2793,12573
6984,-14208,-3344,6151,-4613,12953
6752,-14740,-3352,7675,-5680,13323
7320,-15116,-4712,8786,-5037,12988
6700,-15044,-5752,8011,-3610,12970
7076,-15692,-4900,7198,-2784,12610
6036,-15316,-4404,6205,-2035,12050
6396,-16068,-3648,5371,-1236,11129
6220,-15812,-3484,4899,-385,10706
5836,-15552,-3468,4483,405,10338
5292,-15376,-2800,4222,1093,10509
4028,-15864,-2212,5400,1055,11117
4088,-15184,-2588,6119,342,12312
4312,-16492,-2392,6880,595,12770
4940,-17080,-2940,7052,1046,12780
4860,-17376,-3140,6858,1538,12215
4328,-16828,-3072,6449,1975,11984
2588,-16776,-2264,5654,1226,12227
2928,-16660,-2184,6261,1808,12041
3504,-16604,-2416,5659,2185,11471
3812,-16652,-2432,4212,2332,10165
4096,-16924,-2076,2222,2603,8802
2936,-18108,-2020,1214,2543,8565
2392,-17848,-940,1237,1372,9710
2380,-17808,-1172,2456,1291,10428
2224,-17228,-1320,3768,2349,10847
2080,-16936,-2120,4221,2910,10175
1628,-17676,-2740,3931,2724,8896
1124,-16424,-1576,2571,81,7901
1240,-16648,308,2719,-1363,8048
1532,-17076,-588,3816,-845,7934
1952,-17660,-908,3720,-1306,7647
1080,-18308,-1028,3679,-1478,7523
484,-17684,-928,3501,-3058,7610
952,-17412,-1112,3593,-3829,7528
860,-17336,-1548,3448,-3391,6925
1100,-17020,-1632,2807,-3243,6171
1432,-16812,-1528,1544,-2596,5074
1396,-16108,-1128,667,-2031,3589
360,-16072,-152,408,-3278,2796
-216,-16580,468,1452,-4618,2532
-252,-17276,368,2477,-5806,3094
176,-17688,-48,2642,-6860,3927
1448,-17032,-176,3299,-4871,3458
952,-16632,-584,2481,-2810,2418
592,-16436,-524,678,-3470,1457
144,-16888,-172,-166,-4178,978
440,-16748,-552,-805,-4481,418
272,-17300,-728,-1163,-4507,147
240,-18332,-844,-1666,-5924,425
236,-17472,-168,-742,-3599,313
-256,-16784,328,-586,-3476,252
16,-16576,204,-953,-4275,-27
352,-16676,300,-953,-4065,-174
232,-17652,-76,-952,-4096,110
544,-16820,-212,-1209,-4586,8
780,-16588,-376,98,-2008,-248
-140,-16128,-288,-179,-3033,-273
652,-16924,-152,-210,-3409,192
492,-16552,-196,89,-2221,261
-340,-17088,-1236,-1206,-3312,-370
-148,-16848,-1248,-2424,-5968,-266
536,-17292,-272,-866,-2797,-652
720,-16676,-304,-745,-1527,-410
616,-16928,40,-564,-135,-175
556,-17064,-644,-631,202,138
200,-16968,-448,-751,-146,192
96,-17192,-548,-790,-244,182
-52,-16944,-476,-540,-47,-72
136,-16972,-608,-404,170,-181
188,-16884,-624,-245,300,-278
-8,-16960,-532,-137,332,-392
148,-16772,-752,88,275,-439
204,-16456,-468,235,169,-471
152,-16640,-516,313,316,-517
204,-16436,-252,210,327,-443
88,-16616,-240,15,364,-369
88,-16560,-240,-121,319,-452
280,-16624,-68,-415,276,-497
220,-16848,-240,-681,263,-375
336,-16684,-328,-786,241,-284
396,-16776,-292,-918,191,-198
484,-16836,-536,-991,209,-73
352,-17032,-604,-889,221,34
196,-17072,-740,-615,198,44
140,-16840,-572,-456,133,-79
100,-16620,-220,-614,150,-148
216,-16676,-428,-851,162,-165
176,-16812,-592,-946,191,-141
192,-16816,-748,-885,208,-114
328,-16692,-516,-783,136,-21
388,-16832,-524,-711,132,102
336,-16776,-616,-592,133,156
56,-16764,-532,-478,191,42
-188,-15904,-864,-295,163,-195
416,-16192,-332,-552,132,-439
280,-16876,-336,-705,206,-388
208,-16772,-416,-764,140,-315
204,-16844,-488,-737,75,-245
120,-16844,-232,-833,47,-268
64,-16728,-404,-1058,182,-138
160,-17000,-524,-1055,208,-200
440,-16724,-608,-1108,187,-202
400,-16772,-560,-1147,171,-113
260,-16684,-652,-1134,144,-35
412,-16684,-772,-1016,132,28
412,-15104,-1340,-808,172,170
744,-17168,-1220,-683,177,31
240,-16724,-816,-419,111,20
152,-16636,-736,-257,79,-3
208,-16748,-692,-231,176,32
208,-16620,-676,-296,157,-29
384,-16704,-376,-431,187,2
372,-16684,-468,-632,173,65
196,-16748,-788,-654,180,15
228,-16868,-796,-564,201,-51
236,-16780,-724,-388,173,-134
60,-16636,-736,-254,116,-262
284,-16784,-664,-233,112,-301
268,-16596,-564,-356,107,-336
284,-16644,-584,-480,102,-308
520,-16764,-468,-694,145,-153
352,-16744,-608,-828,162,25
144,-16820,-860,-752,144,52
8,-16832,-860,-580,187,7
136,-16788,-812,-426,200,-107
80,-16600,-604,-408,175,-182
304,-16804,-520,-506,195,-192
324,-16756,-608,-636,140,-148
332,-16736,-792,-705,180,-103
280,-16860,-776,-674,123,-74
184,-16788,-880,-537,145,-77
184,-16688,-768,-416,180,-130
92,-16664,-608,-312,151,-173
252,-16656,-568,-362,148,-296
224,-16872,-360,-530,160,-273
276,-16860,-728,-667,184,-242
376,-16780,-692,-735,130,-217
316,-16756,-664,-714,165,-185
392,-16620,-872,-682,155,-172
308,-16876,-864,-665,114,-174
316,-16676,-696,-614,130,-185
432,-16760,-532,-709,139,-165
396,-16760,-812,-830,157,-72
196,-16752,-928,-792,150,-100
208,-16720,-840,-683,145,-133
260,-16716,-964,-536,145,-164
212,-16640,-864,-330,152,-173
196,-16744,-748,-258,147,-153
376,-16664,-724,-235,159,-146
336,-16836,-664,-330,160,-106
304,-16704,-664,-446,177,-105
348,-16740,-740,-481,180,-140
268,-16796,-1004,-383,143,-194
464,-16732,-868,-259,99,-229
344,-16620,-692,-220,101,-181
400,-16672,-484,-249,145,-92
348,-16824,-612,-332,146,4
320,-16680,-652,-490,163,10
108,-16720,-616,-606,172,-36
260,-16736,-636,-668,123,-147
212,-16668,-700,-784,166,-160
228,-16720,-792,-845,145,-170
252,-16948,-936,-752,151,-162
276,-16892,-888,-651,102,-121
292,-16784,-896,-492,108,-147
368,-16808,-868,-429,136,-99
368,-16724,-928,-462,153,-46
208,-16668,-780,-460,165,-81
376,-16776,-764,-531,164,-101
328,-16664,-796,-599,133,-136
200,-16672,-660,-631,123,-123
412,-16688,-796,-647,114,-100
308,-16748,-880,-611,122,-68
364,-16696,-1068,-477,134,-45
284,-16764,-944,-349,137,-97
404,-16840,-860,-357,172,-129
292,-16736,-668,-470,158,-147
352,-16660,-660,-590,166,-199
348,-16776,-712,-727,118,-144
256,-16692,-692,-803,104,-138
436,-16808,-880,-827,128,-53
284,-16744,-928,-694,166,-22
252,-16660,-828,-569,143,-62
316,-16752,-808,-535,143,-119
284,-16692,-816,-622,151,-125
308,-16756,-924,-729,204,-152
384,-16768,-880,-745,162,-83
304,-16740,-1148,-710,158,6
268,-16812,-1108,-523,152,42
284,-16792,-1000,-255,151,-16
280,-16836,-972,-89,111,-34
188,-16720,-876,-84,157,-61
252,-16656,-920,-102,143,-89
264,-16676,-588,-162,136,-194
220,-16748,-680,-327,135,-158
292,-16664,-744,-475,134,-146
392,-16760,-660,-569,122,-147
400,-16740,-680,-676,134,-115
400,-16900,-1080,-631,134,-71
428,-16688,-896,-543,190,-75
320,-16764,-1068,-448,180,-78
